Wafer_ID,Batch_ID,Timestamp,Chamber_Vacuum_Torr,Gas_Flow_SiH4_sccm,RF_Reflected_Power_W,Plasma_Density_e11_cm3,Etch_Rate_A_min,CMP_Pad_Wear_um,Deposition_Temp_C,Photolitho_Dose_mJ_cm2,Leakage_Current_uA,Chamber_Pressure_mTorr,Wafer_Thickness_um,Wafer_Bow_um,Gate_Oxide_Thickness_A,Particle_Count_10nm,Wafer_Resistivity_Ohm_cm,Yield_Status
WFR-1732,FAB-BATCH-110,15-08-2026 13:08,1.2109,153.56,440.06,12.854,2164.6,42.1,359.25,24.03,0.0568,11.9,771.51,14.08,43.64,16,1.837,0
WFR-1733,FAB-BATCH-110,15-08-2026 13:36,1.2663,141.13,425.78,11.761,2205.9,42.26,360.16,24.65,0.0325,11.37,776.56,11.16,43.35,12,1.889,0
WFR-1734,FAB-BATCH-110,15-08-2026 14:04,1.1819,154.02,451.74,12.32,2172.8,45.74,340.04,24.38,0.0745,12.15,775.08,11.56,45.37,18,1.591,0
WFR-1735,FAB-BATCH-110,15-08-2026 14:32,1.2912,144.55,459.52,12.715,2224.6,49.56,360.86,24.42,0.0451,12.28,778.93,13.84,43.44,15,1.852,0
WFR-1736,FAB-BATCH-110,15-08-2026 15:00,1.2689,153.29,448.54,13.948,2220.4,49.58,348.85,24.65,0.0478,12.36,778.86,11.79,43.94,8,1.775,1
WFR-1737,FAB-BATCH-110,15-08-2026 15:28,1.2602,150.06,444.51,11.522,2232.5,50.38,353.35,23.45,0.0408,12.17,776.08,10.67,45.53,18,1.99,0
WFR-1738,FAB-BATCH-110,15-08-2026 15:56,1.2893,,448.09,13.342,2213.3,47.13,346.03,24.53,0.0424,11.86,775.78,13.14,41.36,18,2.144,0
WFR-1739,FAB-BATCH-110,15-08-2026 16:24,1.3166,148.17,445.55,12.626,2317.4,52.88,357.38,24.63,0.0773,12.5,775.16,11.84,47.46,19,1.814,0
WFR-1740,FAB-BATCH-110,15-08-2026 16:52,1.2906,,433.82,13.086,2158.9,48.27,353.25,24.6,0.0613,12.03,768.36,14.65,45.07,19,1.678,0
WFR-1741,FAB-BATCH-110,15-08-2026 17:20,1.1764,,441.42,12.429,2131.6,51.18,343.49,24.33,0.0314,11.77,771.51,12.86,43.06,14,1.862,0
WFR-1742,FAB-BATCH-110,15-08-2026 17:48,1.1988,152.63,456.26,11.91,2184.3,51.28,340.68,25.41,0.0681,11.91,775.25,12.69,43.47,20,1.829,0
WFR-1743,FAB-BATCH-110,15-08-2026 18:16,1.225,158.89,453.86,13.026,2137.3,51.5,338.32,24.22,0.0643,11.13,776.54,12.06,46.49,12,2.047,0
WFR-1744,FAB-BATCH-110,15-08-2026 18:44,1.251,142.96,452.02,12.958,2140.3,55.08,351.5,24.68,0.0466,11.91,775.72,14.41,45.9,16,2.017,1
WFR-1745,FAB-BATCH-110,15-08-2026 19:12,1.2707,157.28,438.06,13.18,2159.9,51.54,354.58,25.54,0.0537,12.34,772.77,12.93,47.08,17,1.937,0
WFR-1746,FAB-BATCH-110,15-08-2026 19:40,1.221,150.47,447.82,12.491,2163.1,50.8,355.21,24.44,0.0498,12.17,777.34,12.01,43.98,13,1.791,0
WFR-1747,FAB-BATCH-110,15-08-2026 20:08,1.2575,145.96,423.88,12.08,2161.8,54.09,349.06,24.67,0.0737,12.76,778.71,11.55,45.44,15,1.918,0
WFR-1748,FAB-BATCH-110,15-08-2026 20:36,1.2198,144.01,452.14,11.409,2220.7,53.8,340.74,24.42,0.0404,11.87,777.34,12.41,45.64,9,1.877,0
WFR-1749,FAB-BATCH-110,15-08-2026 21:04,1.2255,149.15,467.15,13.074,2179.8,61.9,344.54,25.49,0.0518,12.24,777.47,11.33,46.04,12,1.874,0
WFR-1750,FAB-BATCH-110,15-08-2026 21:32,1.1937,154.15,432.31,12.797,2192.8,57.05,359.22,24.29,0.0449,12.4,773.6,13.73,46.69,17,1.694,0
WFR-1751,FAB-BATCH-111,15-08-2026 22:00,1.2131,149.43,442.97,11.824,2235.8,14.18,346.12,25.53,0.0328,13.17,777.69,10.33,43.92,17,1.956,0
WFR-1752,FAB-BATCH-111,15-08-2026 22:28,1.1959,156.8,453.95,12.123,2169.3,13.44,351.15,24.42,0.0763,12.07,775.36,12.33,44.83,17,1.861,0
WFR-1753,FAB-BATCH-111,15-08-2026 22:56,1.211,143.47,465.03,12.173,2189.4,12.34,341.39,23.81,0.0358,11.48,776.28,13.23,44.08,20,1.84,0
WFR-1754,FAB-BATCH-111,15-08-2026 23:24,1.2921,149.95,444.62,11.462,2214.6,14.6,352.69,25.04,0.0526,12.42,775.91,12.91,44.92,16,1.79,0
WFR-1755,FAB-BATCH-111,15-08-2026 23:52,1.212,144.36,441.69,11.928,2122.3,17.43,346.34,24.26,0.0291,12.93,774.7,11.64,46.05,14,1.771,0
WFR-1756,FAB-BATCH-111,16-08-2026 00:20,1.3553,151.64,426.37,11.706,2104.6,20.6,358.37,25,0.0452,11.84,772.85,13.29,42.52,21,1.882,0
WFR-1757,FAB-BATCH-111,16-08-2026 00:48,1.2697,153.99,451.24,12.211,2213.8,20.54,356.19,22.32,0.0551,12.42,774.79,11.44,46.66,15,1.675,0
WFR-1758,FAB-BATCH-111,16-08-2026 01:16,1.2574,148.11,474.5,11.983,2219.7,19.31,346.03,24.5,0.0401,12.61,777.47,12.47,43.29,24,1.929,0
WFR-1759,FAB-BATCH-111,16-08-2026 01:44,1.2157,138.28,453.33,11.361,2282.6,18.75,348.99,24.13,0.057,12.51,773.9,13.28,44.54,26,1.745,0
WFR-1760,FAB-BATCH-111,16-08-2026 02:12,1.278,150.9,449.73,13.916,2206.3,20.49,345.59,23.65,0.0468,12.06,777.23,13.06,46.87,17,1.644,0
WFR-1761,FAB-BATCH-111,16-08-2026 02:40,1.227,151.97,453.86,13.377,2232.8,19.46,338.64,24.06,0.0639,11.65,776.84,11.69,45.49,18,2.032,0
WFR-1762,FAB-BATCH-111,16-08-2026 03:08,1.2549,151.82,449.87,11.955,2192.2,24.49,343.14,24.04,0.0663,11.96,774.25,13.94,45.51,9,1.764,0
WFR-1763,FAB-BATCH-111,16-08-2026 03:36,1.3524,155.56,440.24,12.691,2211.9,21.22,351.59,24.46,0.043,12.23,778.47,12.6,43.23,12,1.778,0
WFR-1764,FAB-BATCH-111,16-08-2026 04:04,1.2462,145.18,459.88,12.792,2266.7,21.98,352.6,23.41,0.0509,12.45,774.11,13.39,43.43,17,1.963,0
WFR-1765,FAB-BATCH-111,16-08-2026 04:32,1.296,153.06,452.71,13.334,2115,18.27,351.19,24.75,0.0522,12.17,778.77,14.33,46.41,15,2.035,0
WFR-1766,FAB-BATCH-111,16-08-2026 05:00,1.2219,155.37,450.21,11.927,2216.5,22.86,347.59,25.59,0.0574,11.81,776.09,13.84,44.12,16,1.697,0
WFR-1767,FAB-BATCH-111,16-08-2026 05:28,1.2486,142,438.3,13.264,2285.4,25.47,357.46,24.72,0.0502,12.28,774.96,13.84,44.26,20,1.754,0
WFR-1768,FAB-BATCH-111,16-08-2026 05:56,1.3208,151.44,465.64,12.116,2211.3,22.21,350.51,25.15,0.0523,12.43,772.78,12.73,46.45,11,1.762,0
WFR-1769,FAB-BATCH-111,16-08-2026 06:24,1.2249,147.73,457.98,11.565,2266,23.4,355.63,25.38,0.0471,12.19,774.78,13.45,43.43,8,1.943,0
WFR-1770,FAB-BATCH-111,16-08-2026 06:52,1.3225,149.63,443.36,13.007,2174.8,27.04,335.81,25.49,0.0514,11.58,774.49,12.76,45.4,7,2.014,0
WFR-1771,FAB-BATCH-111,16-08-2026 07:20,1.2783,151.56,462.02,13.404,2198.7,23.05,318.62,26,0.0656,11.91,771.85,11.05,45.06,12,1.742,1
WFR-1772,FAB-BATCH-111,16-08-2026 07:48,1.2275,147.81,444.03,14.312,2201.3,28.67,352.27,24.1,0.0578,12.47,774.46,12.86,45,17,1.991,0
WFR-1773,FAB-BATCH-111,16-08-2026 08:16,1.2753,146.96,440.62,11.66,2111.3,26.04,338.6,23.93,0.0584,11.31,772.99,12.81,44.22,13,1.779,0
WFR-1774,FAB-BATCH-111,16-08-2026 08:44,1.2889,150.15,440.88,12.989,2153.3,26.87,348.3,25.13,0.0587,10.95,776.46,13.2,44.13,14,1.884,0
WFR-1775,FAB-BATCH-111,16-08-2026 09:12,1.2749,145.11,428.75,12.213,2156.1,25.95,347.58,25.07,0.0482,12.75,778.27,12.35,43.38,15,1.723,0
WFR-1776,FAB-BATCH-111,16-08-2026 09:40,1.1872,145.11,455.66,13.048,2232.9,29.51,362.7,25.12,0.0538,12.26,771.93,11.59,45.72,11,1.838,0
WFR-1777,FAB-BATCH-111,16-08-2026 10:08,1.2209,153.06,428.03,11.471,2234.9,34.22,353.2,26.01,0.037,12.3,779.28,13.29,44,10,1.839,0
WFR-1778,FAB-BATCH-111,16-08-2026 10:36,1.2401,144.83,435.26,11.616,2213,31.41,351.33,24.51,0.0652,11.46,774.68,10.92,46.45,14,1.818,0
WFR-1779,FAB-BATCH-111,16-08-2026 11:04,1.247,153,425.09,11.957,2233,28.67,356.7,24.84,0.0166,12.37,772.56,14.25,44.66,11,1.888,0
WFR-1780,FAB-BATCH-111,16-08-2026 11:32,1.2748,152.08,448.97,12.555,2193.4,33.22,352.95,23.72,0.049,12.14,776.89,12.22,43.41,19,1.749,0
WFR-1781,FAB-BATCH-111,16-08-2026 12:00,1.2571,142.23,448.2,12.051,2248.1,30.87,346.34,26.21,0.0637,11.21,773.88,12.79,44.64,14,1.762,0
WFR-1782,FAB-BATCH-111,16-08-2026 12:28,1.1966,146.95,446.08,12.961,2200.4,34.8,358.57,24.23,0.0336,12.71,774.8,13.17,44.38,16,1.894,0
WFR-1783,FAB-BATCH-111,16-08-2026 12:56,1.2652,155.37,437.49,13.219,2202.3,34.21,341.12,24.25,0.0548,12.08,773.99,13.21,46.51,15,1.984,0
WFR-1784,FAB-BATCH-111,16-08-2026 13:24,1.2744,145.58,435.93,12.92,2189.4,27.26,352.59,24.22,0.0418,11.8,772.96,10.81,44.45,16,1.848,0
WFR-1785,FAB-BATCH-111,16-08-2026 13:52,1.2724,147.91,455.57,13.633,2227.4,31.69,337.62,23.98,0.0456,11.81,776.81,13.49,44.59,14,1.9,0
WFR-1786,FAB-BATCH-111,16-08-2026 14:20,1.2932,152.08,443.39,12.791,2183.2,36.14,351.63,23.92,0.0614,10.99,774.28,12.86,47.12,17,1.926,0
WFR-1787,FAB-BATCH-111,16-08-2026 14:48,1.2834,153.53,453.8,11.648,2239.1,35.1,351.54,24.08,0.0524,12.3,771.41,11.74,45.76,15,1.933,0
WFR-1788,FAB-BATCH-111,16-08-2026 15:16,1.2684,148.87,439.38,13.454,2154.7,33.3,363.41,23.41,0.0256,12.13,776.38,11.6,47.49,15,1.755,0
WFR-1789,FAB-BATCH-111,16-08-2026 15:44,1.2472,147.31,452.17,12.076,2156,34.63,337.48,23.87,0.0383,11.9,771.99,12.1,46.89,12,1.772,0
WFR-1790,FAB-BATCH-111,16-08-2026 16:12,1.1836,,465.64,13.137,2227.5,32.64,345.19,26.06,0.0617,12.64,772.12,10.94,43.67,14,1.781,0
WFR-1791,FAB-BATCH-111,16-08-2026 16:40,1.2672,157.83,457.03,13.602,2196.5,36.82,356.58,25.09,0.0554,11.31,777.98,14.57,46.48,13,2.043,0
WFR-1792,FAB-BATCH-111,16-08-2026 17:08,1.2583,154.4,445.05,12.82,2181.8,41.97,352.68,25.24,0.071,11.7,772.01,14.28,47.29,17,1.901,0
WFR-1793,FAB-BATCH-111,16-08-2026 17:36,1.2609,150.38,453.09,11.453,2235.6,39.71,351.44,25.44,,11.57,769.21,13.04,47.3,16,1.896,0
WFR-1794,FAB-BATCH-111,16-08-2026 18:04,1.1989,146.36,447.11,11.857,2175.7,43.03,342.35,25.97,0.0459,11.86,776.56,12.23,46.48,18,1.887,0
WFR-1795,FAB-BATCH-111,16-08-2026 18:32,1.2068,146.26,450.09,13.426,2192,40.96,345.27,23.08,0.08,12.03,774.24,12.26,46.45,16,1.718,1
WFR-1796,FAB-BATCH-111,16-08-2026 19:00,1.2921,152.35,446.09,12.382,2256,41.8,359.96,23.52,0.0503,12.22,774.46,13.41,44.55,13,2.044,0
WFR-1797,FAB-BATCH-111,16-08-2026 19:28,1.2484,151.88,448.03,12.556,2261.6,44.25,349.59,23.86,0.0384,11.83,774.21,14.61,43.74,11,1.898,0
WFR-1798,FAB-BATCH-111,16-08-2026 19:56,1.2773,156.31,452.55,13.031,2262.9,41.6,353,24.12,0.0424,11.56,775.58,11.82,44.47,16,1.922,0
WFR-1799,FAB-BATCH-111,16-08-2026 20:24,1.2511,152.93,438.08,12.987,2188.7,41.03,349.08,24.26,0.0229,12.84,773.12,11.16,42.5,13,1.673,0
WFR-1800,FAB-BATCH-111,16-08-2026 20:52,1.2512,143.24,437.81,12.695,2249.2,44.02,340.54,24.14,0.0693,13.21,778.69,14.36,47.01,23,1.928,0
WFR-1801,FAB-BATCH-111,16-08-2026 21:20,1.2875,154.73,433.34,12.354,2162,45.41,357.47,24.68,0.0691,12.07,771.31,10.36,44.58,10,1.814,0
WFR-1802,FAB-BATCH-111,16-08-2026 21:48,1.2294,145.51,430.8,12.281,2163.7,42.09,354.03,24.53,0.0378,11.62,776.11,11.29,46.94,15,1.718,0
WFR-1803,FAB-BATCH-111,16-08-2026 22:16,1.2538,148.27,435.39,13.101,2106,42.16,368.45,23.92,0.0473,12.74,776.61,12.2,43.15,13,1.755,0
WFR-1804,FAB-BATCH-111,16-08-2026 22:44,1.2315,151.13,451.91,12.887,2266.9,44.43,341.88,22.76,0.0511,11.28,773.1,10.63,46.62,16,1.724,0
WFR-1805,FAB-BATCH-111,16-08-2026 23:12,1.2326,,439.29,12.32,2165.4,46.36,356.58,23.71,0.0385,11.83,772.44,13.83,44.26,18,1.722,0
WFR-1806,FAB-BATCH-111,16-08-2026 23:40,1.2376,163.99,456.16,13.257,2194.9,46.85,339.51,24.06,0.0289,11.65,777.54,13.53,43.07,16,1.856,0
WFR-1807,FAB-BATCH-111,17-08-2026 00:08,1.2589,152.73,450.42,12.41,2163.6,42.95,351.26,24.3,0.0475,11.42,772.52,11.81,47.44,13,1.811,0
WFR-1808,FAB-BATCH-111,17-08-2026 00:36,1.2309,149.18,426.38,11.904,2227.8,50.17,357.81,23.6,0.0461,11.86,773.48,14.04,46.66,10,1.883,0
WFR-1809,FAB-BATCH-111,17-08-2026 01:04,1.3002,152.41,457.86,11.969,2185,45.62,333.42,24.11,0.0453,11.57,777.22,14.24,45.32,17,2.018,0
WFR-1810,FAB-BATCH-111,17-08-2026 01:32,1.2142,153.99,459.73,11.815,2147.8,46.92,348.36,23.6,0.0527,12.01,775.09,12.36,45.05,9,1.837,0
WFR-1811,FAB-BATCH-111,17-08-2026 02:00,1.2425,148.56,438.07,12.309,2217.7,46.19,345.49,24.4,0.0672,12.01,770.51,11.96,45.66,10,1.626,0
WFR-1812,FAB-BATCH-111,17-08-2026 02:28,1.2324,158.08,455.04,13.364,2142.7,53.95,344.38,23.64,0.0464,11.69,779.37,15.21,45.29,14,1.826,0
WFR-1813,FAB-BATCH-111,17-08-2026 02:56,1.3079,151.04,439.72,11.936,2166.5,49.58,353.08,23.82,0.052,11.81,773.67,13.37,43.81,18,1.969,0
WFR-1814,FAB-BATCH-111,17-08-2026 03:24,1.2579,152.24,451.17,12.632,2115.7,47.95,358.97,23.45,0.0587,11.88,773.99,12.81,44.38,11,1.841,0
WFR-1815,FAB-BATCH-111,17-08-2026 03:52,1.2913,153,434.83,12.04,2143,51.93,348.93,24.38,0.0566,12.4,775.64,14.14,47.94,16,2.003,0
WFR-1816,FAB-BATCH-111,17-08-2026 04:20,1.1906,151.9,428.48,12.318,2207.1,52.29,351.64,23.81,0.0426,11.93,776.56,12.86,49.01,19,1.895,0
WFR-1817,FAB-BATCH-111,17-08-2026 04:48,1.2607,153.78,445.41,11.443,2121.4,50.92,350.91,25.23,0.0512,12.41,779.9,11.89,47.34,19,1.666,0
WFR-1818,FAB-BATCH-111,17-08-2026 05:16,1.2856,147.22,448.52,12.346,2140.8,53.53,350.01,24.82,0.0566,12.29,770.85,12.6,45.72,17,1.861,0
WFR-1819,FAB-BATCH-111,17-08-2026 05:44,1.2533,147.49,445.23,12.364,2199.9,50.75,341.29,24.44,0.0365,12.29,777.06,13.75,44.49,12,1.88,0
WFR-1820,FAB-BATCH-111,17-08-2026 06:12,1.2926,145.05,435.79,12.878,2178.3,51.96,358.87,23.86,0.0652,12.69,776.86,10.11,43.8,12,1.958,0
WFR-1821,FAB-BATCH-111,17-08-2026 06:40,1.2293,151.98,445.2,12.656,2279.7,49.48,352.36,24.8,0.0672,11.44,774.66,12.15,43.9,21,2.032,0
WFR-1822,FAB-BATCH-111,17-08-2026 07:08,1.3064,153.51,453.23,11.661,2273.4,51.4,353.16,25.05,0.0413,11.76,776.97,14.16,44.17,19,1.941,0
WFR-1823,FAB-BATCH-111,17-08-2026 07:36,1.342,152.06,449.46,13.259,2165.3,58.22,343.55,24.61,0.0523,12.88,777.34,11.89,48.23,10,1.894,0
WFR-1824,FAB-BATCH-111,17-08-2026 08:04,1.2355,157.54,452.19,12.647,2222.3,58.43,346.33,25.78,0.0577,11.87,771.55,14.36,47.71,14,1.918,0
WFR-1825,FAB-BATCH-111,17-08-2026 08:32,1.2322,149.97,441.96,12.639,2230,55.83,348.59,24.87,0.0435,10.59,779.37,14.2,46.12,18,1.833,0
WFR-1826,FAB-BATCH-112,17-08-2026 09:00,1.3081,153.01,464.06,12.494,2176.1,18.33,337.73,25.23,0.0558,11.9,771.1,12.42,43.56,10,1.704,0
WFR-1827,FAB-BATCH-112,17-08-2026 09:28,1.3132,145.09,435.89,12.138,2140.2,15.23,336.5,24.61,0.052,12.07,772.16,11.82,46.34,18,1.854,0
WFR-1828,FAB-BATCH-112,17-08-2026 09:56,1.2291,148.26,455.85,12.652,2199.5,15.61,345.19,25.04,0.0324,10.69,774.35,12.16,44.64,12,1.887,0
WFR-1829,FAB-BATCH-112,17-08-2026 10:24,1.2332,153.13,464.18,12.833,2193.1,16.76,354.18,23.86,0.0555,12.67,779.81,15.7,41.77,22,1.73,0
WFR-1830,FAB-BATCH-112,17-08-2026 10:52,1.2387,153.82,455.77,11.277,2182.6,16.95,344.77,24.13,0.0368,11.64,774.23,14.75,45.43,18,1.983,0
WFR-1831,FAB-BATCH-112,17-08-2026 11:20,1.1962,148.68,447.57,12.123,2217.7,17.32,341.85,24.78,0.0613,12.16,774.92,12.65,43.74,12,1.951,0
WFR-1832,FAB-BATCH-112,17-08-2026 11:48,1.2133,149.68,443.66,12.322,2170,20.59,343.48,24.77,0.0419,11.89,778.58,11.77,43.79,15,1.713,0
WFR-1833,FAB-BATCH-112,17-08-2026 12:16,1.2098,143.17,462.43,12.679,2153.9,19.15,346.36,24.91,0.0481,11.36,774.25,12.64,44.62,14,1.987,0
WFR-1834,FAB-BATCH-112,17-08-2026 12:44,1.2193,148.39,432.92,13.335,2204.4,20.82,347.17,25.38,0.0665,11.46,772.05,12.79,44.25,11,1.819,0
WFR-1835,FAB-BATCH-112,17-08-2026 13:12,1.2486,154.01,438.36,11.96,2215.4,22.01,367.32,23.36,0.056,11.53,773.96,11.01,44.95,19,1.772,0
WFR-1836,FAB-BATCH-112,17-08-2026 13:40,1.2594,152.59,445.23,12.151,2152.9,21.28,358.44,23.72,0.037,12.54,778.43,12.6,44.88,13,1.958,0
WFR-1837,FAB-BATCH-112,17-08-2026 14:08,1.312,,464.85,12.141,2237.1,19.11,358.2,24.68,0.0378,11.93,775.18,14.09,42.19,18,1.845,0
WFR-1838,FAB-BATCH-112,17-08-2026 14:36,1.2101,150.22,454.56,11.939,2129.2,18.89,359.35,23.92,0.0428,11.74,779.83,10.34,47.28,12,2.04,0
WFR-1839,FAB-BATCH-112,17-08-2026 15:04,1.2894,150.03,438.38,12.257,2176.9,22.45,342.01,27.2,0.0547,11.53,776.84,13.49,43.52,17,1.765,0
WFR-1840,FAB-BATCH-112,17-08-2026 15:32,1.2414,147.03,446.28,13.04,2189.7,22.36,340.22,24.91,0.0543,12.6,773.39,14.15,43.57,16,1.677,0
WFR-1841,FAB-BATCH-112,17-08-2026 16:00,1.248,153.14,442.63,11.762,2174.6,23.42,341.15,24.44,0.0399,12.73,775.13,11.83,44.51,14,1.822,0
WFR-1842,FAB-BATCH-112,17-08-2026 16:28,1.277,151.89,441.48,12.799,2177.4,23.77,360.68,24.09,0.036,12.59,772.87,14.53,44.84,16,1.929,0
WFR-1843,FAB-BATCH-112,17-08-2026 16:56,1.2051,152.21,461.75,11.309,2274.8,29.52,345.62,24.12,0.0534,12.25,773.33,11.67,47.19,17,1.757,0
WFR-1844,FAB-BATCH-112,17-08-2026 17:24,1.2653,147.63,433.54,12.107,2166,22.24,339.99,24.52,0.0478,12.14,786.2,13.03,45.4,17,1.717,0
WFR-1845,FAB-BATCH-112,17-08-2026 17:52,1.2567,140.31,469.31,12.269,2297.6,21.47,346.55,24.59,0.0759,11.39,777.55,12.13,45.85,10,1.873,0
WFR-1846,FAB-BATCH-112,17-08-2026 18:20,1.2697,154.94,459.94,13.672,2217.5,26.66,348.09,24.13,0.0504,11.88,777.15,12.13,45.41,16,1.704,0
WFR-1847,FAB-BATCH-112,17-08-2026 18:48,1.2616,147.85,463.09,12.308,2203.7,25.8,352.15,24.28,0.0718,11.66,773.44,11.76,45.35,17,1.881,0
WFR-1848,FAB-BATCH-112,17-08-2026 19:16,1.3482,146.12,444.44,10.959,2219,27.73,352.01,25.58,0.036,11.09,778.92,13.34,45.46,12,1.816,0
WFR-1849,FAB-BATCH-112,17-08-2026 19:44,1.2245,153.12,448.2,11.101,2301.2,28.82,343.37,25.61,0.0311,12.53,777.75,13.52,42.1,15,1.899,0
WFR-1850,FAB-BATCH-112,17-08-2026 20:12,1.2288,148.24,432.8,12.524,2160.3,30.77,355.49,24.7,0.0366,11.65,779.7,12.42,44.63,14,1.712,0
WFR-1851,FAB-BATCH-112,17-08-2026 20:40,1.2251,154.77,443.7,12.93,2155.2,25.74,344.89,23.43,0.0643,12.6,779.58,10.87,46.74,14,1.98,0
WFR-1852,FAB-BATCH-112,17-08-2026 21:08,1.2278,152.78,455.92,12.763,2169.8,28.19,348.75,24.93,0.0711,12.44,771.3,12.98,50.91,4,1.832,0
WFR-1853,FAB-BATCH-112,17-08-2026 21:36,1.2245,153.08,465.55,12.617,2201.3,30.71,355.49,25.74,0.0406,12.28,772.23,13.01,43.19,13,1.926,0
WFR-1854,FAB-BATCH-112,17-08-2026 22:04,1.2976,143.85,436.71,13.314,2131,31.94,344.87,25.6,0.0445,12.31,772.49,12.24,45.63,18,1.946,0
WFR-1855,FAB-BATCH-112,17-08-2026 22:32,1.3068,155.45,445.61,12.122,2200.9,35.34,345.45,25.09,0.036,11.69,772.64,14.74,44.14,12,1.734,0
WFR-1856,FAB-BATCH-112,17-08-2026 23:00,1.2272,151.18,448.18,13.126,2267.7,33.41,354.73,25.64,0.0283,12.93,775.81,10.62,48.07,13,1.938,0
WFR-1857,FAB-BATCH-112,17-08-2026 23:28,1.2167,148.34,433.25,11.358,2206.1,31.94,343.14,24.54,0.0586,12.02,773.58,9.84,42.97,13,1.707,0
WFR-1858,FAB-BATCH-112,17-08-2026 23:56,1.2689,150.65,457.1,11.867,2188.3,30.82,346.92,25,0.0527,12.15,780.18,11.62,45.94,16,1.713,0
WFR-1859,FAB-BATCH-112,18-08-2026 00:24,1.2279,142.01,441.31,11.235,2175.3,32.02,354.45,23.96,0.0501,11.68,779.76,13.35,42.89,16,2.046,0
WFR-1860,FAB-BATCH-112,18-08-2026 00:52,1.2753,151.84,447.66,12.308,2235.9,32.51,366.43,24.73,0.0332,11.53,774.98,11.23,44.52,16,1.961,0
WFR-1861,FAB-BATCH-112,18-08-2026 01:20,1.2581,145.37,444.58,12.468,2167,35.56,354.84,25.56,0.0697,12.24,779.89,11.32,44.95,19,2.057,0
WFR-1862,FAB-BATCH-112,18-08-2026 01:48,1.1894,143.91,440.53,12.58,2273.9,35.31,353.78,24.03,0.044,12.11,778.72,13.64,46.6,12,1.813,0
WFR-1863,FAB-BATCH-112,18-08-2026 02:16,1.3119,143.15,449.92,12.543,2277.3,32.7,354.25,23.81,0.0564,11.61,773.87,13.06,43.38,15,1.86,0
WFR-1864,FAB-BATCH-112,18-08-2026 02:44,1.3218,155.01,447.41,11.851,2210.3,35.03,341.41,24.58,0.0325,11.28,769.98,12.95,46,14,1.903,0
WFR-1865,FAB-BATCH-112,18-08-2026 03:12,1.2255,147.17,445.54,12.367,2199.5,38.21,350.92,24.32,0.0477,11.37,774.46,13.44,45.03,12,1.849,0
WFR-1866,FAB-BATCH-112,18-08-2026 03:40,1.2345,156.9,441.26,11.452,2241.2,37.7,349.76,25.02,0.0535,12.6,773.39,11.99,45.41,20,1.775,0
WFR-1867,FAB-BATCH-112,18-08-2026 04:08,1.2614,,453.83,13.454,2243.8,38.69,352.57,24.14,0.0539,11.69,775.52,12.05,46.44,16,1.76,0
WFR-1868,FAB-BATCH-112,18-08-2026 04:36,1.2634,142.32,469.84,12.287,2167.8,38.87,350.93,25.87,0.0519,11.83,775.22,13.47,43.08,15,1.871,0
WFR-1869,FAB-BATCH-112,18-08-2026 05:04,1.2763,144.98,451.68,12.158,2178.9,41.9,353.04,23.47,0.0559,12.73,775.16,10.89,46.22,11,1.743,0
WFR-1870,FAB-BATCH-112,18-08-2026 05:32,1.3304,155.56,461.95,13.612,2147.1,39.67,347.51,25.5,0.0364,11.44,776.31,9.93,44.15,10,1.741,0
WFR-1871,FAB-BATCH-112,18-08-2026 06:00,1.2429,149.3,433.32,11.63,2216.4,38.98,350.47,23.89,0.0524,11.64,771.97,11.98,46.64,12,1.889,0
WFR-1872,FAB-BATCH-112,18-08-2026 06:28,1.2181,147.53,451.89,11.712,2226.7,38.47,340.18,23.06,0.0514,11.62,776.03,13.62,45.5,16,1.84,0
WFR-1873,FAB-BATCH-112,18-08-2026 06:56,1.1948,150.72,436.83,11.733,2146,41.35,347.44,24.69,0.0528,12.81,773.9,12.81,44.69,6,1.944,0
WFR-1874,FAB-BATCH-112,18-08-2026 07:24,1.2208,152.26,432.28,12.452,2181.8,36.52,361.13,24.3,0.0509,13,775.5,13.53,44.11,16,1.808,0
WFR-1875,FAB-BATCH-112,18-08-2026 07:52,1.2487,155.03,441.13,12.802,2146.1,41.58,352.55,23.61,0.0347,12.38,777.39,10.08,46.23,12,1.792,0
WFR-1876,FAB-BATCH-112,18-08-2026 08:20,1.3218,156.52,464.3,13.018,2164,42.09,349.83,23.15,0.0342,12.39,771.94,12.88,46.89,15,1.892,0
WFR-1877,FAB-BATCH-112,18-08-2026 08:48,1.2293,148.38,461.4,14.3,2222,40.32,365.17,24.49,0.0234,11.71,774.3,13.28,44.2,14,1.769,0
WFR-1878,FAB-BATCH-112,18-08-2026 09:16,1.259,144.03,452.92,10.925,2170.7,41.74,339.11,25.28,0.0598,12.97,774.7,10.88,43.3,10,1.784,0
WFR-1879,FAB-BATCH-112,18-08-2026 09:44,1.2493,148.14,431.61,12.926,2188,45.77,341.12,24.97,0.0599,12.13,773.71,13.53,46.04,13,1.788,0
WFR-1880,FAB-BATCH-112,18-08-2026 10:12,1.2975,151.17,447.64,12.11,2134.9,45.16,363.7,24.55,0.0601,12.43,777.25,12.37,42.83,22,1.829,0
WFR-1881,FAB-BATCH-112,18-08-2026 10:40,1.3511,145.66,453.62,12.09,2207.5,45.45,350.37,24.88,0.0537,11.95,773.2,16.19,43.04,11,2.027,0
